Id,Label,timeset,person1,person2,touch,frequency,duration,loc_home,loc_work,loc_school,loc_kindergarden,loc_transport,loc_leisure,loc_grandparents,loc_other,loc_missing,betweenhhmembers,household,weight,sourcerole,targetrole,relation,modularity_class
252,,,467867000001,4678670,1,1,5,1,0,0,0,0,0,0,0,0,1,4678670,1,mother,father,M-F,4
253,,,821042100001,821042100004,1,1,4,1,0,0,0,0,0,0,0,0,1,8210421,0.9,mother,child,M-C,8
254,,,2007004400001,2007004400003,1,1,5,1,0,0,0,0,0,0,0,0,1,20070044,1,father,child,F-C,4
255,,,20062128,2006212800003,1,1,4,1,0,0,0,0,0,0,0,0,1,20062128,0.9,father,child,F-C,8
256,,,723543,72354300001,1,1,5,1,0,0,0,0,0,0,0,0,1,723543,1,father,mother,M-F,4
257,,,2006405900003,2006405900002,1,1,4,1,0,1,0,0,0,0,1,0,1,20064059,0.9,child,child,siblings,8
258,,,18014700002,180147,1,1,4,1,0,0,0,0,0,0,0,0,1,180147,0.9,child,father,F-C,8
259,,,143220600002,143220600003,1,1,5,1,0,0,0,1,0,0,1,0,1,1432206,1,child,child,siblings,1
260,,,13580700001,13580700002,0,1,4,1,0,0,0,0,0,0,0,0,1,135807,0.4,mother,child,M-C,12
261,,,2003587700001,20035877,1,1,5,1,0,0,0,0,0,0,0,0,1,20035877,1,father,mother,M-F,4
262,,,2008967600001,2008967600003,1,1,4,1,0,0,0,0,0,0,0,0,1,20089676,0.9,mother,child,M-C,8
263,,,2008415000001,20084150,1,1,4,1,0,0,0,0,0,0,0,0,1,20084150,0.9,mother,father,M-F,8
264,,,20068540,2006854000003,1,1,5,1,0,0,0,0,0,0,0,0,1,20068540,1,mother,child,M-C,4
265,,,20071116,2007111600002,1,1,5,1,0,0,0,0,0,0,0,0,1,20071116,1,father,child,F-C,4
266,,,93279200003,93279200001,1,1,5,1,0,0,0,0,0,0,0,0,1,932792,1,child,father,F-C,4
267,,,20058305,2005830500002,1,1,4,1,0,0,0,1,0,0,1,0,1,20058305,0.9,mother,child,M-C,10
268,,,20070554,2007055400001,1,1,5,1,0,0,0,0,0,0,0,0,1,20070554,1,mother,father,M-F,4
269,,,2007111600001,20071116,1,1,5,1,0,0,0,0,0,0,0,0,1,20071116,1,mother,father,M-F,4
270,,,2008645500002,2008645500003,1,1,5,1,0,0,0,1,0,0,0,0,1,20086455,1,child,child,siblings,1
271,,,2005854300002,2005854300003,1,1,5,1,0,0,0,0,0,0,0,0,1,20058543,1,child,child,siblings,4
272,,,239818000002,2398180,1,1,4,1,0,0,0,0,0,0,0,0,1,2398180,0.9,child,mother,M-C,8
273,,,614197900002,614197900004,1,1,5,1,0,0,1,1,0,0,0,0,1,6141979,1,child,child,siblings,0
274,,,2008949600001,2008949600003,1,1,4,1,0,0,0,0,0,0,0,0,1,20089496,0.9,mother,child,M-C,8
275,,,2009163500002,2009163500003,1,1,4,1,0,0,0,0,0,0,0,0,1,20091635,0.9,child,child,siblings,8
276,,,27279100001,272791,1,1,0,1,0,0,0,0,0,0,0,0,1,272791,0,mother,father,M-F,5
277,,,225566900003,2255669,1,1,5,1,0,0,0,0,0,0,0,0,1,2255669,1,child,father,F-C,4
278,,,758393500002,7583935,1,1,5,1,0,0,0,0,0,0,0,0,1,7583935,1,child,father,F-C,4
279,,,654020900003,654020900002,1,1,5,1,0,0,0,0,0,0,0,0,1,6540209,1,child,child,siblings,4
280,,,20067000,2006700000002,1,1,5,1,0,0,0,0,0,0,0,0,1,20067000,1,father,child,F-C,4
281,,,2005646600003,2005646600001,1,1,4,1,0,0,0,0,0,0,0,0,1,20056466,0.9,child,mother,M-C,8
282,,,2008582100002,2008582100003,1,1,5,1,0,0,0,0,0,0,0,0,1,20085821,1,child,child,siblings,4
283,,,5559980,555998000001,1,1,5,1,0,0,0,0,0,0,0,0,1,5559980,1,mother,father,M-F,4
284,,,20058305,2005830500001,1,1,5,1,0,0,0,1,0,0,1,0,1,20058305,1,mother,father,M-F,1
285,,,20063671,2006367100001,1,1,2,1,0,0,0,0,1,0,1,0,1,20063671,0.7,father,mother,M-F,5
286,,,935264200001,935264200002,1,1,5,1,0,0,0,0,0,0,0,0,1,9352642,1,mother,child,M-C,4
287,,,2007055400002,2007055400001,0,1,5,1,0,0,0,0,0,0,0,0,1,20070554,0,child,father,F-C,12
288,,,2005661600005,2005661600004,1,1,5,1,0,0,0,0,0,0,0,0,1,20056616,1,child,child,siblings,4
289,,,2008695400004,2008695400005,1,1,5,1,0,0,0,0,0,0,1,0,1,20086954,1,child,child,siblings,3
290,,,22175800001,221758,1,1,2,1,0,0,0,0,0,0,0,0,1,221758,0.7,mother,father,M-F,5
291,,,2003378300001,20033783,1,1,5,1,0,0,0,0,0,0,0,0,1,20033783,1,mother,father,M-F,4
292,,,2003349200001,2003349200002,1,1,5,1,0,0,0,1,1,0,0,0,1,20033492,1,father,child,F-C,0
293,,,892028,89202800002,1,1,5,1,0,0,0,0,0,0,0,0,1,892028,1,father,child,F-C,4
294,,,180147,18014700001,1,1,0,1,0,0,0,0,0,0,0,0,1,180147,0,father,mother,M-F,5
295,,,6323991,632399100001,1,1,5,1,0,0,0,0,0,0,0,0,1,6323991,1,mother,father,M-F,4
296,,,9935357,993535700002,1,1,5,1,0,0,0,0,0,0,0,0,1,9935357,1,father,child,F-C,4
297,,,2009014400002,2009014400004,1,5,1,1,0,0,0,0,0,0,0,0,1,20090144,0.6,child,child,siblings,6
298,,,2003552000003,2003552000002,0,1,4,1,0,0,0,0,0,0,0,0,1,20035520,0.4,child,child,siblings,12
299,,,2006490200003,2006490200002,0,1,5,1,0,0,0,1,0,0,0,0,1,20064902,0.5,child,child,siblings,12
300,,,2005957000002,2005957000001,1,1,5,1,0,0,0,0,0,0,0,0,1,20059570,1,child,mother,M-C,4
301,,,2007111400001,2007111400002,1,1,5,1,0,0,0,1,1,0,1,0,1,20071114,1,father,child,F-C,1
302,,,20090144,2009014400003,1,1,5,1,0,0,0,1,0,0,0,0,1,20090144,1,father,child,F-C,1
303,,,632399100004,6323991,1,1,5,1,0,0,0,0,0,0,0,0,1,6323991,1,child,mother,M-C,4
304,,,293473,29347300002,1,1,4,1,0,0,0,0,0,0,0,0,1,293473,0.9,father,child,F-C,8
305,,,2003581800003,20035818,1,1,5,1,0,0,0,0,0,0,0,0,1,20035818,1,child,mother,M-C,4
306,,,9447989,944798900002,1,1,5,1,0,0,0,0,0,0,0,0,1,9447989,1,father,child,F-C,4
307,,,2005810900003,2005810900002,0,1,5,1,0,0,0,0,0,0,0,0,1,20058109,0.5,child,child,siblings,12
308,,,2006015900002,2006015900001,1,1,3,1,0,0,0,0,0,0,0,0,1,20060159,0.8,child,mother,M-C,5
309,,,20037844,2003784400001,1,1,5,1,0,0,0,1,0,0,1,0,1,20037844,1,mother,father,M-F,1
310,,,20064084,2006408400002,1,1,5,1,0,0,0,1,0,0,0,0,1,20064084,1,father,child,F-C,1
311,,,2003587700003,2003587700001,1,1,5,1,0,0,0,0,0,0,0,0,1,20035877,1,child,father,F-C,4
312,,,160282300002,160282300003,1,1,5,1,0,0,0,0,0,0,0,0,1,1602823,1,child,child,siblings,4
313,,,243948000001,2439480,0,1,5,1,0,0,0,0,0,0,0,0,1,2439480,0.5,mother,father,M-F,12
314,,,484500001,4845,1,1,5,1,0,0,0,0,0,0,0,0,1,4845,1,mother,father,M-F,4
315,,,2003552000003,20035520,1,5,5,1,0,0,0,0,0,0,0,0,1,20035520,1,child,father,F-C,8
316,,,2003743000002,20037430,1,1,5,1,0,0,0,0,0,0,0,0,1,20037430,1,child,father,F-C,4
317,,,2006110200002,2006110200001,0,1,5,1,0,0,0,0,0,0,0,0,1,20061102,0.5,child,mother,M-C,12
318,,,20034486,2003448600001,1,1,5,1,0,0,0,0,0,0,0,0,1,20034486,1,mother,father,M-F,4
319,,,20062120,2006212000003,1,1,5,1,0,0,0,0,1,0,1,0,1,20062120,1,mother,child,M-C,3
320,,,368626100001,368626100002,1,1,5,1,0,0,0,0,0,0,0,0,1,3686261,1,mother,child,M-C,4
321,,,2005646600001,2005646600002,1,1,5,1,0,0,0,1,0,0,1,0,1,20056466,1,mother,child,M-C,1
322,,,2003361400002,20033614,1,1,4,1,0,0,0,0,1,0,0,0,1,20033614,0.9,child,father,F-C,10
323,,,2006927900003,2006927900001,1,1,4,1,0,0,0,0,0,0,0,0,1,20069279,0.9,child,mother,M-C,8
324,,,2005751600003,2005751600001,1,1,5,1,0,0,0,0,0,0,0,0,1,20057516,1,child,mother,M-C,4
325,,,232572900003,232572900002,1,1,3,1,0,0,0,0,0,0,0,0,1,2325729,0.8,child,child,siblings,5
326,,,20059874,2005987400003,1,1,5,1,0,0,0,1,0,0,1,0,1,20059874,1,father,child,F-C,1
327,,,2003349200002,2003349200004,1,1,3,1,0,0,0,0,0,0,0,0,1,20033492,0.8,child,child,siblings,5
328,,,2006262100001,20062621,1,1,4,1,0,0,0,0,0,0,0,0,1,20062621,0.9,father,mother,M-F,8
329,,,20056422,2005642200002,1,1,5,1,0,0,0,0,0,0,0,0,1,20056422,1,father,child,F-C,4
330,,,840070500002,840070500001,1,1,5,1,0,0,0,0,0,0,0,0,1,8400705,1,mother,father,M-F,4
331,,,2009140200001,2009140200002,1,1,4,1,0,0,0,0,0,0,0,0,1,20091402,0.9,mother,child,M-C,8
332,,,2005965100004,2005965100001,1,1,5,1,0,0,0,0,0,0,0,0,1,20059651,1,child,father,F-C,4
333,,,2006643000001,2006643000003,1,1,0,1,0,0,0,0,0,0,0,0,1,20066430,0,mother,child,M-C,5
334,,,2006563600003,2006563600002,0,1,3,1,0,0,0,0,0,0,0,0,1,20065636,0.3,child,child,siblings,12
335,,,142164600004,142164600005,1,1,5,1,0,0,0,0,0,0,0,0,1,1421646,1,child,child,siblings,4
336,,,1000209000001,10002090,1,1,5,1,0,0,0,0,0,0,0,0,1,10002090,1,father,mother,M-F,4
337,,,524541900003,524541900001,1,1,4,1,0,0,0,0,0,0,0,0,1,5245419,0.9,child,mother,M-C,8
338,,,2008709900003,2008709900004,0,1,5,1,0,0,0,0,0,0,0,0,1,20087099,0.5,child,child,siblings,12
339,,,2005826800001,2005826800002,1,1,5,1,0,0,0,1,1,0,1,0,1,20058268,1,mother,child,M-C,1
340,,,2008695400001,2008695400005,1,1,4,1,0,0,0,0,0,0,0,0,1,20086954,0.9,mother,child,M-C,8
341,,,20747500002,20747500001,1,1,5,1,0,0,0,0,0,0,0,0,1,207475,1,mother,father,M-F,4
342,,,2009245800001,2009245800004,1,1,4,1,0,0,0,0,0,0,0,0,1,20092458,0.9,mother,child,M-C,8
343,,,2005917200002,20059172,1,5,1,1,0,0,0,0,0,0,0,0,1,20059172,0.6,child,father,F-C,6
344,,,2003357100003,2003357100002,0,1,4,0,0,0,0,0,0,0,0,1,1,20033571,0,child,child,siblings,12
345,,,2006311600002,20063116,0,2,2,1,0,0,0,0,0,0,0,0,1,20063116,0.2,child,father,F-C,12
346,,,68060600002,68060600001,1,1,5,1,0,0,0,0,0,0,0,0,1,680606,1,child,father,F-C,4
347,,,2005800100002,2005800100001,1,1,5,1,0,0,0,0,0,0,0,0,1,20058001,1,child,father,F-C,4
348,,,2005701500003,2005701500004,1,1,5,1,0,0,0,1,0,1,0,0,1,20057015,1,child,child,siblings,0
349,,,9447989,944798900003,1,1,5,1,0,0,0,0,0,0,0,0,1,9447989,1,father,child,F-C,4
350,,,2005604200001,20056042,1,1,5,1,0,0,0,0,0,0,0,0,1,20056042,1,father,mother,M-F,4
351,,,2005639900001,20056399,1,1,5,1,0,0,0,0,0,0,0,0,1,20056399,1,father,mother,M-F,4
352,,,382500001,3825,1,1,5,1,0,0,0,0,0,0,0,0,1,3825,1,father,mother,M-F,4
353,,,2008415000005,2008415000001,1,1,4,1,0,0,0,0,0,0,0,0,1,20084150,0.9,child,mother,M-C,8
354,,,2003346300004,2003346300002,1,1,4,1,0,0,0,0,0,0,0,0,1,20033463,0.9,child,child,siblings,8
355,,,479300002,479300003,0,1,5,1,0,0,0,0,0,0,0,0,1,4793,0.5,child,child,siblings,12
356,,,2007179500003,2007179500004,1,1,5,1,0,0,0,1,0,0,1,0,1,20071795,1,child,child,siblings,1
357,,,20037559,2003755900003,1,1,5,1,0,0,0,0,0,0,0,0,1,20037559,1,mother,child,M-C,4
358,,,614197900001,614197900004,1,1,5,1,0,0,0,1,0,0,0,0,1,6141979,1,mother,child,M-C,1
359,,,2006700000001,20067000,1,1,4,1,0,0,0,0,0,0,0,0,1,20067000,0.9,mother,father,M-F,8
360,,,2006408400001,20064084,1,1,5,1,0,1,1,1,0,0,0,0,1,20064084,1,child,father,F-C,0
361,,,2006341300003,2006341300004,1,1,4,1,0,0,0,0,0,0,0,0,1,20063413,0.9,child,child,siblings,8
362,,,2003451400003,20034514,1,1,5,1,0,0,0,0,0,1,0,0,1,20034514,1,child,mother,M-C,11
363,,,61477600001,61477600002,0,1,4,1,0,0,0,0,0,0,0,0,1,614776,0.4,mother,child,M-C,12
364,,,30185749,3018574900001,1,1,5,1,0,0,0,1,1,0,0,0,1,30185749,1,mother,father,M-F,0
365,,,2005751600002,2005751600001,0,1,4,1,0,0,0,0,0,0,0,0,1,20057516,0.4,child,mother,M-C,12
366,,,27279100001,27279100002,1,2,5,1,0,0,0,0,0,0,0,0,1,272791,1,mother,child,M-C,4
367,,,2005750500004,2005750500003,1,1,5,1,0,0,0,0,0,0,0,0,1,20057505,1,child,child,siblings,4
368,,,3018545600001,3018545600004,1,1,2,1,0,0,0,0,0,0,0,0,1,30185456,0.7,mother,child,M-C,5
369,,,2008415000002,20084150,1,1,4,1,0,0,0,0,0,0,0,0,1,20084150,0.9,child,father,F-C,8
370,,,2006493800001,20064938,0,1,3,1,0,0,0,0,0,0,0,0,1,20064938,0.3,mother,father,M-F,12
371,,,2005778800001,20057788,1,1,5,0,0,0,0,0,1,0,0,0,1,20057788,1,mother,father,M-F,7
372,,,2006327500002,2006327500003,1,1,5,1,0,0,0,0,0,0,0,0,1,20063275,1,child,child,siblings,4
373,,,20064505,2006450500002,1,1,5,1,0,0,0,1,1,0,0,0,1,20064505,1,father,child,F-C,0
374,,,2005600900002,2005600900004,1,1,5,1,0,0,0,0,0,0,0,0,1,20056009,1,child,child,siblings,4
375,,,2008949600003,2008949600001,1,1,4,1,0,0,0,0,0,0,0,0,1,20089496,0.9,child,mother,M-C,8
376,,,2005751600004,20057516,1,1,5,1,0,0,0,0,0,0,0,0,1,20057516,1,child,father,F-C,4
377,,,2008695400005,2008695400004,1,1,5,1,0,0,0,0,0,0,1,0,1,20086954,1,child,child,siblings,3
378,,,2005661600003,2005661600001,1,1,5,1,0,0,0,0,0,0,0,0,1,20056616,1,child,mother,M-C,4
379,,,2006171000003,2006171000002,1,1,5,1,0,0,0,0,0,0,0,0,1,20061710,1,child,child,siblings,4
380,,,2003743000003,2003743000002,1,1,5,1,0,0,0,1,0,1,0,0,1,20037430,1,child,child,siblings,0
381,,,2003501700002,20035017,1,1,5,1,0,0,0,0,0,0,0,0,1,20035017,1,child,father,F-C,4
382,,,20066423,2006642300001,0,1,0,1,0,0,0,0,0,0,0,0,1,20066423,0,father,mother,M-F,5
383,,,2005793300001,2005793300003,1,1,4,1,0,0,0,0,0,0,0,0,1,20057933,0.9,mother,child,M-C,8
384,,,2005681400004,20056814,1,1,5,1,0,0,0,0,0,0,0,0,1,20056814,1,child,father,F-C,4
385,,,2003581800002,20035818,1,1,5,1,0,0,0,1,0,1,1,0,1,20035818,1,child,mother,M-C,0
386,,,2006023500003,20060235,1,1,5,1,0,0,0,0,0,0,0,0,1,20060235,1,child,father,F-C,4
387,,,2003587700002,20035877,1,1,5,1,0,0,0,0,0,0,0,0,1,20035877,1,child,mother,M-C,4
388,,,20060489,2006048900001,1,1,5,1,0,0,0,0,0,0,0,0,1,20060489,1,father,mother,M-F,4
389,,,2007273700002,20072737,1,1,4,1,0,0,0,0,0,0,0,0,1,20072737,0.9,child,father,F-C,8
390,,,8569908,856990800003,1,1,5,1,0,0,0,0,0,0,0,0,1,8569908,1,mother,child,M-C,4
391,,,2003760200002,2003760200001,1,1,5,1,0,0,0,0,0,0,0,0,1,20037602,1,child,mother,M-C,4
392,,,20037957,2003795700001,1,1,5,1,0,0,0,0,0,0,0,0,1,20037957,1,father,child,F-C,4
393,,,27279100002,272791,0,2,4,1,0,0,0,0,0,0,0,0,1,272791,0,child,father,F-C,12
394,,,20035383,2003538300001,1,1,5,1,0,0,0,0,0,0,0,0,1,20035383,1,mother,father,M-F,4
395,,,2006606700003,2006606700004,1,1,4,1,0,0,0,0,0,0,0,0,1,20066067,0.9,child,child,siblings,8
396,,,2005854300001,2005854300004,1,1,5,1,0,0,0,0,0,0,0,0,1,20058543,1,mother,child,M-C,4
397,,,20085821,2008582100002,1,1,4,1,0,0,0,0,0,0,0,0,1,20085821,0.9,father,child,F-C,8
398,,,2007375400005,2007375400002,1,1,5,1,0,0,0,1,0,0,1,0,1,20073754,1,child,child,siblings,1
399,,,12053700002,12053700003,1,1,5,1,0,0,0,0,0,0,0,0,1,120537,1,child,child,siblings,4
400,,,1000276000002,1000276000003,1,1,5,1,0,0,0,0,0,0,0,0,1,10002760,1,child,child,siblings,4
401,,,2007004400003,2007004400001,1,1,5,1,0,0,0,0,0,0,0,0,1,20070044,1,child,father,F-C,4
402,,,2005626500002,2005626500001,1,1,5,1,0,0,0,0,0,0,1,0,1,20056265,1,child,father,F-C,3
403,,,2003451400003,2003451400002,1,1,5,1,0,0,0,0,0,1,0,0,1,20034514,1,child,child,siblings,11
404,,,632399100004,632399100003,1,1,5,1,0,0,0,0,0,0,0,0,1,6323991,1,child,child,siblings,4
405,,,20062567,2006256700001,1,1,5,0,0,0,0,1,0,0,0,0,1,20062567,1,mother,father,M-F,1
406,,,2005691400001,2005691400002,1,1,5,1,0,0,0,0,1,0,1,0,1,20056914,1,father,child,F-C,3
407,,,72687100002,726871,1,1,5,1,0,0,0,1,0,1,0,0,1,726871,1,child,father,F-C,0
408,,,2003587700002,2003587700001,1,1,5,1,0,0,0,0,0,0,0,0,1,20035877,1,child,father,F-C,4
409,,,31875200001,318752,1,0,0,1,0,0,0,0,0,0,0,0,1,318752,0,father,mother,M-F,5
410,,,2007375400005,2007375400004,1,1,5,1,0,0,0,1,0,0,1,0,1,20073754,1,child,child,siblings,1
411,,,2005797600001,20057976,1,1,5,1,0,0,0,0,0,0,0,0,1,20057976,1,mother,father,M-F,4
412,,,2439480,243948000002,1,1,5,1,0,0,0,0,0,0,0,0,1,2439480,1,father,child,F-C,4
413,,,2003596600002,2003596600001,1,5,1,1,0,0,0,0,0,0,0,0,1,20035966,0.6,child,father,F-C,6
414,,,2005793300004,2005793300003,0,1,5,1,0,0,0,0,0,0,0,0,1,20057933,0.5,child,child,siblings,12
415,,,20090121,2009012100002,1,1,5,1,0,0,0,1,0,0,0,0,1,20090121,1,father,child,F-C,1
416,,,2003742300003,20037423,0,1,5,1,0,0,0,0,0,0,0,0,1,20037423,0.5,child,mother,M-C,12
417,,,2003378300002,2003378300001,1,1,4,1,0,1,0,1,0,0,0,0,1,20033783,0.9,child,mother,M-C,10
418,,,2008582100002,20085821,1,1,4,1,0,0,0,0,0,0,0,0,1,20085821,0.9,child,father,F-C,8
419,,,1454172,145417200001,1,1,5,1,0,0,0,0,0,0,0,0,1,1454172,1,father,mother,M-F,4
420,,,632399100001,632399100003,1,1,5,1,0,0,0,0,0,0,0,0,1,6323991,1,father,child,F-C,4
421,,,489733800004,4897338,1,1,5,1,0,0,0,0,0,0,0,0,1,4897338,1,child,father,F-C,4
422,,,2006841000002,2006841000003,1,1,5,1,0,0,0,1,0,0,1,0,1,20068410,1,child,child,siblings,1
423,,,2007179500001,2007179500002,1,1,5,1,0,0,0,1,1,0,0,0,1,20071795,1,mother,child,M-C,0
424,,,20034297,2003429700001,1,1,5,1,0,0,0,0,0,0,0,0,1,20034297,1,mother,father,M-F,4
425,,,20033614,2003361400002,1,1,4,1,0,0,0,0,0,0,0,0,1,20033614,0.9,father,child,F-C,8
426,,,2006311600001,2006311600003,0,1,2,1,0,0,0,0,0,0,0,0,1,20063116,0.2,mother,child,M-C,12
427,,,72687100003,726871,1,1,5,1,0,0,0,1,0,1,0,0,1,726871,1,child,father,F-C,0
428,,,2005646600002,20056466,1,1,5,1,0,0,0,1,0,0,1,0,1,20056466,1,child,father,F-C,1
429,,,54339800001,543398,1,1,5,1,0,0,0,1,0,0,0,0,1,543398,1,child,mother,M-C,1
430,,,2005619700001,20056197,1,1,4,1,0,0,0,0,0,0,0,0,1,20056197,0.9,father,mother,M-F,8
431,,,20087099,2008709900001,1,1,5,1,0,0,0,0,0,0,0,0,1,20087099,1,father,mother,M-F,4
432,,,2006376900003,20063769,1,1,5,1,0,0,0,0,0,0,0,0,1,20063769,1,child,father,F-C,4
433,,,2003348800001,2003348800002,1,1,4,1,0,0,0,0,0,0,0,0,1,20033488,0.9,mother,child,M-C,8
434,,,534780500003,5347805,1,1,5,1,0,0,0,0,0,0,0,0,1,5347805,1,child,father,F-C,4
435,,,93279200002,93279200001,1,1,5,1,0,0,0,0,0,0,0,0,1,932792,1,child,father,F-C,4
